car,move
A,-2
B,-2
H,-1
C,-1
D,-1
G,-2
X,1
F,2
K,-1
L,-3
L,2
X,-1
E,1
J,-1
X,-1
L,-2
K,1
K,-2
J,-1
I,-3
K,1
X,2
K,1
F,-1
H,3
X,1
