car,move
A,-2
C,-1
B,-2
D,-1
G,-2
X,1
F,1
E,1
J,-1
X,-1
J,-1
H,-1
J,2
X,-1
F,1
K,-2
L,-2
L,1
L,-2
I,-2
J,-1
L,-1
L,2
L,-2
I,1
G,1
L,1
I,1
K,2
L,-1
F,-1
X,-1
F,1
L,1
L,-1
E,1
B,1
B,-1
L,1
B,1
X,2
E,-1
J,1
K,-1
A,1
J,-2
X,-1
K,-1
L,2
I,-3
K,1
X,1
L,-2
K,1
J,1
F,-1
H,3
B,1
A,-1
B,-2
G,-1
X,2
