car,move
A,-2
B,-1
C,-1
H,-1
D,-1
G,-1
F,2
K,-1
E,1
L,-3
K,1
E,-1
E,1
X,-1
B,-1
J,-1
K,-2
X,-1
J,1
L,2
E,-1
B,1
L,-1
I,-3
K,1
X,2
A,1
L,-1
K,1
F,-2
G,2
H,3
X,2
B,1
D,2
A,-1
C,1
G,1
B,-1
