car,move
C,-1
A,-2
B,-2
D,-1
G,-2
X,1
H,-1
F,2
K,-1
L,-3
E,1
K,1
J,-1
X,-1
G,1
F,-1
B,1
L,-1
F,1
J,-1
X,-1
E,1
E,-1
J,1
K,-2
K,2
K,-2
L,1
L,3
K,1
K,-1
L,-2
A,1
I,-1
I,-2
K,1
X,1
L,-2
K,1
F,-1
H,3
L,1
A,-1
J,1
B,-1
G,-1
X,2
