car,move
A,-2
B,-2
H,-1
C,-1
D,-1
G,-2
X,1
F,2
E,1
J,-1
K,-1
X,-2
X,-1
L,-3
G,1
G,-1
J,1
K,1
K,-2
I,-1
X,1
I,-2
K,2
X,2
F,-1
H,3
X,1
J,-1
L,-1
