car,move
C,-1
A,-2
D,-1
B,-1
H,-1
X,-2
B,-1
X,1
G,-2
F,1
G,1
F,1
K,-2
L,-3
I,-1
G,-1
I,-2
K,2
X,2
F,-2
H,3
X,1
X,-2
G,3
X,2
B,2
A,2
