car,move
C,-1
A,-2
D,-1
B,-2
G,-2
X,1
H,-1
F,2
E,2
J,-2
X,-1
E,-1
X,-1
J,2
X,-1
X,1
K,-2
X,-1
X,1
L,-1
G,1
X,-1
G,-1
I,-2
X,1
L,-2
I,-1
K,2
X,2
F,-1
H,3
X,1
