car,move
C,-1
A,-2
B,-2
H,-1
D,-1
G,-2
X,1
F,2
E,1
K,-1
L,-2
J,-1
X,-1
X,-1
L,-2
J,-1
K,1
K,-2
G,1
J,1
X,-1
L,1
G,-1
X,1
J,-1
G,1
K,2
K,-1
K,-1
L,2
G,-1
J,1
L,1
I,-3
K,1
X,2
J,1
E,-1
L,-3
K,1
F,-2
H,3
X,1
X,-2
G,4
X,2
B,2
A,2
F,1
