car,move
A,-2
C,-1
B,-2
D,-1
G,-2
X,1
H,-1
F,2
E,2
J,-2
J,1
X,-1
G,1
E,-1
X,-2
X,2
J,1
X,-2
K,-2
E,-1
L,-3
L,3
L,-3
K,1
B,1
L,2
L,1
L,-3
K,-1
L,3
E,1
E,-1
I,-1
L,-3
X,1
B,-1
G,-1
I,-2
K,2
X,2
E,1
J,-1
F,-1
H,3
X,1
