car,move
C,-1
A,-2
B,-2
H,-1
D,-1
G,-2
X,-1
G,1
X,-1
F,2
B,1
K,-2
K,2
K,-2
A,1
I,-1
X,1
L,-3
I,-2
K,2
X,1
A,-1
F,-2
H,3
G,3
X,2
F,1
B,-1
D,1
C,1
D,1
E,1
J,-1
